Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll,465,44.733,44.722,nan
AGB McNair,476,47.336,45.824,nan
F2F Morgan,476,48.638,47.847,47.5
Newspoll,479,46.733,46.722,nan
AGB McNair,490,49.542,48.03,nan
F2F Morgan,490,47.24,46.45,46.0
Newspoll,493,45.733,45.722,nan
F2F Morgan,501,47.638,46.847,47.0
Newspoll,507,50.733,50.722,nan
F2F Morgan,508,51.336,50.545,52.0
AGB McNair,504,50.939,49.427,nan
F2F Morgan,515,48.836,48.045,48.0
AGB McNair,518,50.145,48.633,nan
Newspoll,521,47.733,47.722,nan
F2F Morgan,525,50.939,50.148,50.0
AGB McNair,532,53.542,52.03,nan
Newspoll,535,53.336,53.325,nan
F2F Morgan,539,50.24,49.45,48.5
AGB McNair,546,53.542,52.03,nan
Newspoll,549,57.336,57.325,nan
F2F Morgan,553,53.844,53.053,52.0
Newspoll,556,49.336,49.325,nan
AGB McNair,567,55.542,54.03,nan
F2F Morgan,567,54.042,53.251,54.0
Newspoll,570,51.336,51.325,nan
AGB McNair,577,53.145,51.633,nan
F2F Morgan,581,53.145,52.354,51.5
Newspoll,584,53.939,53.928,nan
AGB McNair,588,54.939,53.427,nan
F2F Morgan,595,52.344,51.553,51.0
Newspoll,598,51.733,51.722,nan
AGB McNair,602,55.542,54.03,nan
F2F Morgan,609,53.707,52.916,52.5
Newspoll,612,50.733,50.722,nan
AGB McNair,616,54.145,52.633,nan
F2F Morgan,623,53.741,52.95,52.5
Newspoll,626,52.336,52.325,nan
AGB McNair,630,54.145,52.633,nan
F2F Morgan,637,52.645,51.854,52.0
Newspoll,640,49.145,49.134,nan
F2F Morgan,665,52.05,51.259,51.0
Newspoll,668,50.336,50.325,nan
F2F Morgan,675,54.05,53.259,53.0
AGB McNair,682,49.748,48.236,nan
Newspoll,682,54.542,54.531,nan
F2F Morgan,682,53.344,52.553,52.0
F2F Morgan,693,46.645,45.854,45.0
Newspoll,696,47.145,47.134,nan
AGB McNair,696,46.748,45.236,46.0
F2F Morgan,704,46.344,45.553,44.5
Newspoll,710,48.939,48.928,nan
AGB McNair,710,44.542,43.03,44.0
F2F Morgan,714,46.446,45.656,45.0
Newspoll,724,44.13,44.119,nan
AGB McNair,724,44.145,42.633,44.0
F2F Morgan,728,48.145,47.354,47.0
Newspoll,738,41.939,41.928,nan
AGB McNair,738,44.748,43.236,44.0
F2F Morgan,742,48.446,47.656,47.5
Newspoll,752,45.733,45.722,nan
AGB McNair,752,45.145,43.633,44.0
F2F Morgan,756,48.042,47.251,47.0
Newspoll,766,49.748,49.737,nan
AGB McNair,766,45.689,44.177,45.0
F2F Morgan,770,46.645,45.854,45.0
Newspoll,780,48.336,48.325,nan
F2F Morgan,780,48.241,47.45,46.5
AGB McNair,780,48.021,46.509,47.0
F2F Morgan,787,48.851,48.06,48.5
Newspoll,794,46.939,46.928,nan
AGB McNair,794,47.669,46.157,46.0
F2F Morgan,798,50.145,49.354,49.0
Newspoll,808,47.939,47.928,nan
AGB McNair,808,44.699,43.187,44.0
F2F Morgan,812,48.145,47.354,47.0
Newspoll,822,47.336,47.325,nan
AGB McNair,822,46.542,45.03,45.0
F2F Morgan,826,48.344,47.553,46.0
Newspoll,836,47.939,47.928,nan
AGB McNair,836,49.64,48.129,49.0
F2F Morgan,840,49.152,48.362,47.5
Newspoll,850,47.939,47.907,nan
AGB McNair,850,47.276,45.962,46.0
F2F Morgan,854,49.344,48.544,48.0
Newspoll,864,45.939,45.877,nan
AGB McNair,864,43.542,42.506,43.0
F2F Morgan,868,48.748,47.939,47.0
Newspoll,878,51.542,51.451,nan
AGB McNair,878,47.542,46.783,47.0
F2F Morgan,882,48.844,48.026,48.0
Newspoll,892,46.336,46.216,nan
AGB McNair,892,47.62,47.139,47.0
F2F Morgan,896,47.145,46.319,45.5
Newspoll,906,48.145,47.996,nan
AGB McNair,906,45.199,44.995,45.0
F2F Morgan,910,49.55,48.714,48.0
Newspoll,920,46.748,46.569,nan
AGB McNair,920,47.351,47.424,46.0
F2F Morgan,924,49.446,48.602,48.0
Newspoll,934,48.145,47.937,nan
AGB McNair,934,43.542,43.892,42.0
F2F Morgan,938,46.851,45.998,45.0
Newspoll,948,48.336,48.099,nan
AGB McNair,948,46.748,47.376,45.0
F2F Morgan,952,49.748,48.886,48.5
AGB McNair,962,46.001,46.866,45.0
F2F Morgan,966,47.351,46.484,45.0
Newspoll,969,46.939,46.677,nan
AGB McNair,976,47.62,48.486,47.0
F2F Morgan,977,47.042,46.175,46.0
Newspoll,983,47.939,47.677,nan
F2F Morgan,987,48.145,47.278,46.5
Quadrant,1016,50.336,49.339,48.5
Newspoll,997,48.542,48.28,nan
F2F Morgan,1001,47.946,47.08,45.5
Newspoll,1004,48.336,48.074,nan
F2F Morgan,1022,49.851,48.984,48.0
F2F Morgan,1036,47.446,46.58,46.0
Newspoll,1039,46.13,45.868,46.0
AGB McNair,1045,44.542,45.407,43.0
Quadrant,1046,47.733,46.736,47.0
Newspoll,1046,46.13,45.868,nan
F2F Morgan,1047,48.042,47.175,48.0
Newspoll,1053,47.733,47.471,46.0
Morgan Phone,1053,47.946,46.33,46.0
Newspoll,1060,46.527,46.265,46.0
Morgan Phone,1060,49.741,48.124,49.0
Newspoll,1067,49.13,48.868,47.5
Morgan Phone,1067,49.344,47.727,47.5
Morgan Phone,1075,50.954,49.337,49.0
Newspoll,1074,46.034,45.772,46.0
Morgan Phone,1076,50.756,49.139,49.0
Newspoll,1079,47.534,47.272,46.5
Morgan Phone,1079,51.145,49.528,50.0
