Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,582,54.366,53.673,57.5
Nielsen,585,51.628,51.61,53.0
Newspoll,592,52.161,52.942,nan
F2F Morgan,596,55.078,54.386,58.5
F2F Morgan,610,56.229,55.537,60.0
Newspoll,613,54.562,55.343,nan
F2F Morgan,624,54.908,54.216,58.5
Newspoll,627,52.496,53.277,nan
F2F Morgan,635,53.363,52.671,55.5
F2F Morgan,641,49.919,49.227,nan
Newspoll,641,50.496,51.277,nan
Nielsen,641,50.161,50.143,51.0
F2F Morgan,642,49.919,49.227,54.0
F2F Morgan,652,52.088,51.396,55.5
Newspoll,655,50.496,51.277,nan
F2F Morgan,655,52.088,51.396,nan
F2F Morgan,666,48.951,48.259,52.0
Newspoll,669,49.562,50.343,nan
Nielsen,669,52.76,52.742,53.0
F2F Morgan,680,52.197,51.505,55.0
Newspoll,683,50.496,51.277,nan
F2F Morgan,694,53.782,53.09,56.5
Newspoll,697,53.029,53.81,nan
Newspoll,711,50.496,51.277,nan
Nielsen,711,53.229,53.211,54.0
F2F Morgan,750,54.366,53.673,57.5
F2F Morgan,722,53.525,52.833,56.5
Newspoll,725,52.095,52.876,nan
F2F Morgan,764,52.622,51.93,55.5
F2F Morgan,737,53.137,52.445,57.0
Newspoll,739,50.095,50.876,nan
F2F Morgan,708,51.624,50.932,56.0
Newspoll,753,53.095,53.876,nan
Nielsen,753,51.776,51.758,51.0
Newspoll,767,48.095,48.876,nan
F2F Morgan,778,52.133,51.441,55.0
Newspoll,781,49.161,49.942,nan
F2F Morgan,792,52.845,52.153,56.0
Newspoll,795,51.562,52.343,nan
F2F Morgan,820,54.491,53.799,57.5
Newspoll,830,49.562,50.343,nan
F2F Morgan,834,50.432,49.74,54.0
F2F Morgan,848,52.689,51.997,57.0
Newspoll,851,54.562,55.343,nan
Nielsen,851,54.826,54.808,56.0
F2F Morgan,862,58.313,57.621,63.0
Newspoll,865,53.76,54.541,nan
F2F Morgan,876,57.665,56.973,61.5
Newspoll,879,57.161,57.942,nan
Nielsen,879,52.091,52.073,59.0
F2F Morgan,890,57.101,56.346,60.0
Newspoll,893,55.161,55.968,nan
F2F Morgan,904,55.982,55.115,59.5
Newspoll,907,53.293,54.131,nan
Nielsen,907,58.359,58.402,60.0
F2F Morgan,918,55.735,54.756,59.5
Newspoll,921,52.76,53.629,nan
F2F Morgan,932,55.27,54.18,59.5
Newspoll,935,55.76,56.66,nan
Nielsen,935,54.446,54.554,56.0
F2F Morgan,946,57.148,55.947,61.0
Newspoll,949,51.227,52.158,nan
Newspoll,956,50.227,51.171,nan
Nielsen,956,55.359,55.513,57.0
F2F Morgan,957,54.987,53.691,57.0
Newspoll,963,54.227,55.189,nan
F2F Morgan,964,56.97,55.627,60.0
F2F Morgan,974,54.171,52.748,57.0
Newspoll,977,49.161,50.154,nan
F2F Morgan,988,53.137,51.603,56.5
Newspoll,991,53.628,54.652,nan
F2F Morgan,1002,53.753,52.107,55.0
Newspoll,1005,52.293,53.339,nan
F2F Morgan,1016,53.034,51.388,56.5
Newspoll,1019,48.694,49.74,nan
F2F Morgan,1030,52.325,50.68,55.5
Newspoll,1033,51.694,52.74,nan
Nielsen,1033,51.842,52.103,53.0
F2F Morgan,1044,53.717,52.072,57.0
Newspoll,1047,50.76,51.806,nan
Nielsen,1054,50.733,50.995,52.0
Newspoll,1054,47.628,48.674,nan
F2F Morgan,1055,49.329,47.683,52.0
Newspoll,1061,48.628,49.674,nan
F2F Morgan,1062,51.825,50.179,55.0
F2F Morgan,1069,49.946,48.301,51.0
Newspoll,1075,43.095,44.141,nan
Nielsen,1075,42.586,42.847,43.0
F2F Morgan,1076,49.67,48.024,51.0
F2F Morgan,1086,47.737,46.091,50.0
Newspoll,1089,43.095,44.141,43.5
Nielsen,1093,42.844,43.106,45.0
Newspoll,1096,43.963,45.009,44.5
F2F Morgan,1097,43.558,41.913,45.0
Nielsen,1103,47.57,47.831,49.0
Newspoll,1103,46.562,47.608,48.0
F2F Morgan,1104,49.441,47.795,51.5
Nielsen,1110,46.628,46.89,48.0
Newspoll,1110,45.095,46.141,46.0
F2F Morgan,1111,49.933,48.287,52.5
Newspoll,1117,47.862,48.908,49.0
F2F Morgan,1118,51.152,49.506,54.5
Newspoll,1122,46.862,47.908,47.0
Nielsen,1122,46.695,46.957,48.0
