Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll,918,51.26,51.21,52.0
F2F Morgan,919,52.927,50.808,55.5
Quadrant,923,51.348,50.232,50.0
Nielsen,922,51.831,51.414,52.0
Morgan Phone,923,47.015,47.12,50.5
Newspoll,925,50.26,50.21,51.0
F2F Morgan,926,52.664,50.545,52.0
Quadrant,928,51.857,50.741,51.0
Nielsen,928,49.938,49.521,50.0
Newspoll,930,52.804,52.754,53.0
Nielsen,930,49.845,49.429,50.0
ARS,930,50.068,49.62,50.0
Morgan Phone,932,50.664,50.768,50.0
