Firm,Day,@TPP,@TPP adj,@TPP reported
Nielsen,845,47.987,48.274,48.0
F2F Morgan,833,53.938,50.768,53.5
Essential,842,45.741,44.99,45.0
F2F Morgan,871,49.673,46.532,49.0
Newspoll,874,48.946,48.375,49.0
Essential,877,46.069,45.298,46.0
F2F Morgan,885,50.981,48.047,50.5
Essential,890,45.317,44.515,46.0
Galaxy,895,45.9,45.456,46.0
Newspoll,895,43.781,43.313,44.0
F2F Morgan,896,49.679,46.891,29.5
F2F Morgan,903,45.907,43.238,45.5
Essential,905,45.988,45.144,46.0
Nielsen,908,43.775,43.857,44.0
Newspoll,916,44.358,43.983,45.0
Essential,920,43.754,42.874,44.0
F2F Morgan,913,46.696,44.173,46.5
Morgan multi-mode,923,46.173,45.259,46.0
Galaxy,927,44.523,43.897,45.0
Newspoll,930,47.358,47.049,48.0
Morgan multi-mode,930,44.649,43.711,44.5
Essential,931,45.988,45.076,46.0
Nielsen,936,43.987,43.917,44.0
Morgan multi-mode,937,45.92,44.948,46.0
AMR,945,43.946,43.028,44.0
Morgan multi-mode,944,44.09,43.093,44.0
Galaxy,944,45.312,44.595,45.0
Newspoll,944,42.152,41.908,42.0
Essential,947,43.523,42.57,44.0
Morgan multi-mode,952,42.941,41.91,42.5
Morgan multi-mode,958,44.196,43.14,44.0
Newspoll,958,44.523,44.345,45.0
Essential,961,44.946,43.957,45.0
Galaxy,962,45.894,45.076,46.0
ReachTEL,964,43.066,42.746,43.0
Nielsen,964,42.72,42.498,43.0
Morgan multi-mode,965,44.546,43.457,44.0
Newspoll,972,44.987,44.874,45.0
Morgan multi-mode,972,46.299,45.184,46.0
Essential,975,44.947,43.921,45.0
Morgan multi-mode,979,43.65,42.502,43.5
ReachTEL,985,42.446,42.144,42.0
Morgan multi-mode,986,44.431,43.258,44.0
Newspoll,986,43.987,43.94,44.0
Essential,989,44.916,43.854,45.0
Morgan multi-mode,993,44.593,43.403,44.0
Galaxy,998,46.152,45.175,46.0
Nielsen,999,46.193,45.831,46.0
Morgan multi-mode,1000,45.196,44.006,45.0
Newspoll,1000,44.034,44.005,44.0
Essential,983,44.576,43.53,45.0
Morgan multi-mode,1007,45.884,44.695,45.5
Morgan multi-mode,1014,44.719,43.529,44.5
Newspoll,1014,42.199,42.17,42.0
Essential,1018,46.158,45.097,46.0
Morgan multi-mode,1022,44.219,43.03,44.0
Morgan Phone,1025,40.355,41.299,41.0
Galaxy,1025,44.941,43.964,45.0
Nielsen,1027,43.207,42.845,43.0
Morgan multi-mode,1028,45.825,44.635,45.5
Essential,1031,44.993,43.931,45.0
Morgan multi-mode,1035,43.325,42.135,43.5
Newspoll,1035,42.034,42.005,43.0
SMS Morgan,1039,49.149,48.76,50.5
ReachTEL,1040,49.018,48.72,48.0
Galaxy,1041,49.288,48.311,49.0
Morgan multi-mode,1042,51.067,49.877,51.0
Newspoll,1042,48.329,48.3,49.0
Essential,1045,47.771,46.709,48.0
Morgan multi-mode,1049,52.649,51.459,52.5
Newspoll,1049,49.752,49.723,50.0
AMR,1050,50.923,49.832,51.0
Nielsen,1055,49.5,49.137,50.0
Morgan multi-mode,1056,51.758,50.568,51.5
Essential,1059,48.341,47.279,49.0
ReachTEL,1062,48.836,48.538,49.0
Newspoll,1063,48.288,48.259,48.0
Morgan multi-mode,1063,52.208,51.019,52.0
Galaxy,1067,50.082,49.105,50.0
Morgan multi-mode,1070,50.808,49.618,50.5
Essential,1071,49.334,48.272,49.0
Newspoll,1077,48.333,48.304,48.0
Morgan multi-mode,1077,49.518,48.328,49.5
ReachTEL,1078,47.623,47.325,48.0
Nielsen,1081,47.807,47.445,48.0
Galaxy,1082,48.867,47.89,49.0
ReachTEL,1084,47.029,46.731,47.0
Morgan multi-mode,1084,48.595,47.406,48.5
Newspoll,1084,47.072,47.043,48.0
Essential,1087,49.704,48.642,50.0
Morgan Phone,1087,41.492,42.435,43.0
Galaxy,1089,47.696,46.719,48.0
AMR,1091,50.53,49.439,50.0
Morgan multi-mode,1091,48.009,46.82,48.0
Newspoll,1091,45.324,45.295,46.0
Lonergan,1091,48.272,47.169,48.0
Nielsen,1094,46.321,45.958,47.0
Morgan multi-mode,1079,47.2,46.01,47.5
Essential,1097,48.895,47.833,49.0
Newspoll,1098,47.066,47.037,47.0
ReachTEL,1101,46.935,46.637,47.0
Morgan multi-mode,1103,45.626,44.436,46.0
Essential,1104,47.506,46.444,47.0
Galaxy,1104,46.673,45.696,47.0
Newspoll,1105,45.501,45.472,46.0
Morgan multi-mode,1106,47.712,46.522,47.5
AMR,1106,46.918,45.827,48.0
ReachTEL,1108,47.484,47.186,48.0
Galaxy,1108,46.469,45.491,47.0
Essential,1108,47.923,46.862,48.0
Lonergan,1108,49.732,48.63,49.2
ReachTEL,1109,46.04,45.742,47.0
Newspoll,1109,45.11,45.081,46.0
Nielsen,1110,45.852,45.49,46.0
ReachTEL,1110,46.974,46.676,47.0
Morgan multi-mode,1110,44.638,43.449,45.5
