Firm,Day,@TPP,@TPP adj,@TPP reported
F2F Morgan,491,61.099,58.758,61.0
Newspoll,501,57.396,57.721,58.0
Essential,502,58.045,55.968,58.0
F2F Morgan,505,59.105,56.764,59.0
Newspoll,515,54.882,55.207,55.0
Essential,516,60.491,58.414,61.0
F2F Morgan,519,60.396,58.055,60.0
Nielsen,528,52.706,53.482,53.0
Newspoll,529,56.842,57.167,56.0
F2F Morgan,530,58.206,55.866,58.0
Essential,530,59.045,56.968,59.0
Morgan Phone,534,54.2,54.078,54.5
F2F Morgan,540,58.599,56.258,58.0
Newspoll,543,55.085,55.41,55.0
Galaxy,543,54.543,54.465,55.0
Essential,545,55.802,53.724,56.0
Morgan Phone,548,54.342,54.22,54.5
F2F Morgan,554,57.079,54.738,57.0
Morgan Phone,555,57.497,57.375,57.5
Newspoll,557,53.436,53.761,53.0
Essential,558,57.045,54.968,57.0
F2F Morgan,565,54.882,52.541,55.0
Nielsen,570,56.943,57.719,58.0
Newspoll,571,56.085,56.41,56.0
Galaxy,571,58.992,58.914,56.0
Essential,572,59.25,57.173,59.0
F2F Morgan,575,58.888,56.547,58.0
Morgan Phone,575,56.216,56.095,56.0
Newspoll,585,54.989,55.315,55.0
Essential,586,55.354,53.277,56.0
F2F Morgan,589,57.376,55.035,57.5
Newspoll,597,56.396,56.721,57.0
Essential,600,59.104,57.027,59.0
F2F Morgan,603,60.497,58.157,60.5
Morgan Phone,611,57.043,56.921,57.0
Newspoll,613,56.639,56.964,57.0
F2F Morgan,617,58.963,56.623,58.0
Nielsen,619,56.447,57.223,56.0
Essential,621,57.913,55.836,58.0
Newspoll,628,55.288,55.613,55.0
F2F Morgan,631,61.071,58.73,61.0
Essential,636,60.441,58.364,61.0
Newspoll,641,55.192,55.518,55.0
F2F Morgan,645,62.071,59.73,62.0
Nielsen,647,54.449,55.225,55.0
Essential,649,57.599,55.521,58.0
Newspoll,655,55.436,55.761,55.0
F2F Morgan,659,59.754,57.414,59.5
F2F Morgan,663,56.916,54.575,57.0
Newspoll,669,58.085,58.41,58.0
Essential,670,57.045,54.968,58.0
F2F Morgan,673,60.119,57.778,60.0
Nielsen,675,56.862,57.637,57.0
Newspoll,676,58.192,58.518,58.0
Morgan Phone,680,57.645,57.523,58.0
Newspoll,683,59.639,59.964,59.0
Essential,684,59.01,56.932,59.0
F2F Morgan,687,60.754,58.414,60.5
Newspoll,697,52.639,52.964,52.0
F2F Morgan,698,61.794,59.454,61.0
Essential,698,58.842,56.764,59.0
Nielsen,703,55.821,56.596,56.0
F2F Morgan,705,56.099,53.758,56.0
Morgan Phone,709,52.545,52.423,52.0
Newspoll,711,55.882,56.207,56.0
F2F Morgan,712,56.511,54.171,56.5
F2F Morgan,719,58.619,56.278,58.5
Essential,712,54.694,52.617,55.0
Newspoll,725,57.125,57.45,57.0
Nielsen,725,56.029,56.805,56.0
Essential,727,58.18,56.103,58.0
Morgan Phone,730,51.922,51.8,53.0
Newspoll,732,55.436,55.761,56.0
Morgan Phone,734,52.794,52.672,53.0
F2F Morgan,736,58.822,56.481,59.0
Essential,740,57.045,54.968,57.0
F2F Morgan,755,56.916,54.563,57.0
F2F Morgan,771,58.692,56.307,58.5
Morgan Phone,772,54.463,54.374,54.5
Newspoll,774,54.125,54.368,54.0
Essential,780,55.842,54.088,56.0
F2F Morgan,785,56.22,53.807,56.5
Newspoll,788,52.786,52.981,52.0
Essential,796,55.639,54.057,55.0
F2F Morgan,799,57.396,54.954,57.5
Morgan Phone,800,53.368,53.32,53.5
Newspoll,802,52.679,52.825,53.0
F2F Morgan,810,56.065,53.603,56.5
Newspoll,816,51.734,51.833,52.0
F2F Morgan,820,55.443,52.961,55.5
Essential,824,55.842,54.562,56.0
Newspoll,830,51.734,51.785,52.0
F2F Morgan,834,56.712,54.201,56.5
Newspoll,844,55.786,55.788,56.0
Essential,846,54.54,53.498,54.0
F2F Morgan,848,57.997,55.458,58.0
F2F Morgan,862,56.009,53.441,56.0
Nielsen,864,51.786,51.907,51.0
Newspoll,865,53.741,53.668,54.0
Essential,866,53.734,52.907,42.0
F2F Morgan,873,53.822,51.238,54.5
Newspoll,879,48.423,48.336,49.0
F2F Morgan,880,54.119,51.534,54.0
Essential,880,50.328,49.544,50.0
Morgan Phone,883,49.896,49.952,50.0
Nielsen,885,51.029,51.115,50.0
F2F Morgan,887,51.619,49.034,51.5
Morgan Phone,891,48.165,48.221,48.0
Newspoll,893,50.232,50.145,50.0
Galaxy,893,50.232,50.374,50.0
F2F Morgan,894,50.509,47.925,50.5
Essential,894,52.085,51.301,52.0
F2F Morgan,901,53.82,51.236,54.5
Morgan Phone,905,50.509,50.565,50.0
Newspoll,907,51.42,51.333,51.0
F2F Morgan,908,52.666,50.082,52.5
Nielsen,913,49.069,49.155,48.0
F2F Morgan,915,52.212,49.628,52.0
Essential,915,50.719,49.934,51.0
F2F Morgan,922,52.029,49.445,51.5
Newspoll,928,51.515,51.428,52.0
F2F Morgan,929,53.515,50.931,53.0
Nielsen,933,54.814,54.9,55.0
Galaxy,933,52.543,52.684,52.0
McCrindle,933,55.298,54.703,54.0
F2F Morgan,929,53.515,50.931,53.0
Newspoll,935,53.639,53.552,53.0
Morgan Phone,936,48.896,48.952,48.5
Essential,937,54.436,53.651,54.0
F2F Morgan,939,56.645,54.061,56.5
Galaxy,950,52.488,52.629,52.0
Nielsen,950,52.137,52.223,50.0
F2F Morgan,950,53.063,50.479,53.5
Essential,950,54.583,53.799,55.0
Galaxy,955,52.411,52.552,52.0
Newspoll,956,55.232,55.145,55.0
Galaxy,957,50.34,50.481,50.0
F2F Morgan,957,55.422,52.837,55.0
Nielsen,959,53.894,53.98,54.0
Morgan Phone,960,55.942,55.998,55.5
Newspoll,963,52.34,52.253,52.0
Galaxy,963,52.731,52.872,52.0
F2F Morgan,964,56.334,53.75,54.0
Essential,964,54.029,53.245,54.0
Nielsen,966,48.786,48.872,48.0
Galaxy,966,50.583,50.724,50.0
Morgan Phone,967,53.097,53.153,53.0
Newspoll,970,49.786,49.699,50.0
Morgan Phone,973,49.543,49.599,50.0
Nielsen,974,49.583,49.669,49.0
Newspoll,977,51.583,51.496,52.0
Galaxy,978,51.583,51.724,51.0
F2F Morgan,978,57.46,54.876,57.5
Essential,978,50.192,49.408,51.0
Nielsen,981,52.786,52.872,53.0
Morgan Phone,984,51.9,51.956,51.0
Newspoll,984,52.38,52.293,52.0
F2F Morgan,985,52.42,49.836,52.0
Essential,986,50.786,50.002,51.0
Galaxy,987,52.38,52.521,52.0
Newspoll,988,49.538,49.451,50.2
Nielsen,987,52.36,52.446,52.0
Morgan Phone,989,51.583,51.639,51.0
