Firm,Day,ALP TPP,ALP TPP adj
Galaxy,963,52.7307,52.49472074437973
F2F Morgan,964,56.33395,52.90948507523586
Essential,964,54.029300000000006,51.185089176127455
Nielsen,966,48.786199999999994,49.66850360781895
Galaxy,966,50.5831,50.34712074437973
Morgan Phone,967,53.096900000000005,52.692418365924354
Newspoll,970,49.786199999999994,49.139836497682225
Morgan Phone,973,49.5431,49.13861836592435
Nielsen,974,49.5831,50.465403607818956
Newspoll,977,51.5831,50.93673649768223
Galaxy,978,51.5831,51.34712074437973
F2F Morgan,978,57.45985,54.03538507523586
Essential,978,55.1924,52.34818917612745
Nielsen,981,52.786199999999994,53.66850360781895
Morgan Phone,984,51.89985,51.49536836592435
Newspoll,984,52.379999999999995,51.73363649768223
F2F Morgan,985,52.419850000000004,48.99538507523586
Essential,986,55.786199999999994,52.94198917612744
Galaxy,987,52.379999999999995,52.14402074437972
Newspoll,988,48.64834,48.00197649768223
Nielsen,987,52.36000000000001,53.24230360781896
