Firm,Day,@TPP,@TPP adj,@TPP reported
Newspoll2,823,53.304,53.14,53.0
Essential,831,51.884,52.192,53.0
Newspoll2,838,53.647,53.45,54.0
Essential,845,53.974,54.301,54.0
Newspoll2,852,54.651,54.42,55.0
Ipsos,858,52.02,51.97,52.0
Essential,859,51.688,52.034,52.0
Newspoll2,866,54.958,54.694,55.0
Essential,873,52.986,53.351,54.0
Newspoll2,880,55.056,54.76,55.0
Ipsos,886,53.887,53.905,54.0
Essential,887,52.185,52.57,53.0
Essential,914,52.374,52.795,53.0
Newspoll2,929,52.629,52.237,53.0
Essential,930,51.356,51.786,52.0
Morgan multi-mode,940,54.265,53.878,54.0
Newspoll2,943,53.222,52.83,53.0
Essential,943,54.334,54.764,55.0
Ipsos,948,50.992,51.091,51.0
Morgan multi-mode,951,54.393,54.006,52.5
Newspoll2,957,53.218,52.826,53.0
Essential,957,51.504,51.934,52.0
uComms,961,51.291,51.653,53.0
Newspoll2,971,53.521,53.13,54.0
Essential,971,52.194,52.624,53.0
Essential,985,50.846,51.276,52.0
Galaxy,989,52.557,52.343,53.0
Morgan multi-mode,982,54.458,54.071,55.0
Ipsos,998,51.986,52.086,53.0
Newspoll2,999,51.618,51.227,52.0
Morgan multi-mode,1000,52.794,52.407,52.5
Essential,999,51.37,51.8,52.0
Newspoll2,1006,52.305,51.913,52.0
Morgan multi-mode,1014,50.663,50.276,51.0
Galaxy,1017,52.107,51.893,52.0
Newspoll2,1020,51.522,51.13,51.0
Morgan multi-mode,1021,50.856,50.468,51.0
Essential,1020,51.035,51.464,51.0
Ipsos,1026,52.262,52.362,52.0
Newspoll2,1027,51.015,50.623,51.0
Morgan multi-mode,1028,50.546,50.159,51.0
Essential,1027,50.846,51.276,52.0
Newspoll2,1034,51.122,50.73,51.0
Morgan multi-mode,1034,50.98,50.593,52.0
Essential,1035,50.807,51.237,51.5
Ipsos,1037,50.492,50.592,51.0
Galaxy,1037,51.307,51.093,51.0
Newspoll2,1039,51.731,51.339,51.5
