Firm,Day,ALP TPP,ALP TPP adj
Newspoll,564,48.944,49.10135084388129
F2F Morgan,572,53.975,51.879744467578256
Newspoll,578,49.252,49.40935084388129
F2F Morgan,579,50.897,48.80174446757825
F2F Morgan,589,51.359,49.263744467578256
Newspoll,592,50.944,51.10135084388129
F2F Morgan,603,53.205,51.10974446757825
Newspoll,613,48.618,48.77535084388129
F2F Morgan,617,51.446000000000005,49.35074446757826
F2F Morgan,631,53.888000000000005,51.79274446757826
Newspoll,641,51.002,51.15935084388129
F2F Morgan,642,47.080000000000005,44.98474446757826
F2F Morgan,652,52.984,50.888744467578256
Newspoll,655,49.444,49.60135084388129
Newspoll,662,51.176,51.33335084388129
F2F Morgan,666,52.667,50.571744467578256
Newspoll,669,48.06,48.21735084388129
F2F Morgan,680,53.705,51.60974446757825
Newspoll,683,50.118,50.27535084388129
F2F Morgan,694,54.792,52.696744467578256
Newspoll,697,52.136,52.29335084388129
F2F Morgan,708,52.042,49.946744467578256
Newspoll,711,51.81,51.96735084388129
F2F Morgan,722,53.975,51.879744467578256
Newspoll,732,51.252,51.40935084388129
F2F Morgan,736,52.667,50.571744467578256
Newspoll,746,51.176,51.33335084388129
F2F Morgan,750,51.85,49.754744467578256
Newspoll,760,50.118,50.27535084388129
F2F Morgan,764,52.658,50.562744467578256
Newspoll,774,50.502,50.65935084388129
F2F Morgan,778,52.129,50.03374446757825
Newspoll,787,54.176,54.33335084388129
F2F Morgan,789,59.513,57.41774446757825
F2F Morgan,796,58.513,56.41774446757825
F2F Morgan,820,57.321,55.22574446757825
Newspoll,830,54.176,54.33335084388129
F2F Morgan,834,54.080000000000005,51.98474446757826
Newspoll,844,55.56,55.71735084388129
F2F Morgan,845,57.1,55.004744467578256
F2F Morgan,855,56.85,54.754744467578256
Newspoll,861,53.676,53.83335084388129
F2F Morgan,866,61.312000000000005,59.21674446757826
Newspoll,872,56.002,56.15935084388129
F2F Morgan,873,61.013,58.91774446757825
Nielsen,878,59.360935288201865,58.9254175943057
F2F Morgan,880,60.754000000000005,58.65874446757826
Newspoll,886,60.118,60.27535084388129
F2F Morgan,887,58.379,56.28374446757825
F2F Morgan,897,59.966,57.870744467578255
Newspoll,900,56.31,56.46735084388129
F2F Morgan,911,59.254000000000005,57.15874446757826
Newspoll,914,58.926,59.08335084388129
Galaxy,921,58.582,58.860275671025306
F2F Morgan,925,60.725,58.629744467578256
Newspoll,928,56.56,56.71735084388129
F2F Morgan,936,59.908,57.812744467578256
Newspoll,942,57.752,57.90935084388129
Galaxy,942,57.698,57.976275671025306
Nielsen,942,56.243290193569266,55.8077724996731
F2F Morgan,943,59.774,57.678744467578255
Newspoll,949,55.502,55.65935084388129
F2F Morgan,950,59.995,57.89974446757825
Newspoll,953,55.118,55.27535084388129
Newspoll,956,58.944,59.10135084388129
F2F Morgan,957,57.263,55.16774446757825
Galaxy,963,53.948,54.226275671025306
F2F Morgan,964,57.975,55.879744467578256
F2F Morgan,974,57.109,55.013744467578256
Nielsen,976,56.271431628622196,55.83591393472603
Newspoll,977,54.56,54.71735084388129
F2F Morgan,988,59.129,57.03374446757825
Galaxy,991,55.14,55.418275671025306
Newspoll,998,55.31,55.46735084388129
F2F Morgan,1002,54.917,52.821744467578256
Morgan Phone,1003,56.55268161357901,56.123871682199
Nielsen,1004,56.72891028922597,56.293392595329806
Newspoll,1012,54.31,54.46735084388129
F2F Morgan,1016,55.004000000000005,52.90874446757826
Galaxy,1019,54.39,54.668275671025306
Newspoll,1026,55.31,55.46735084388129
F2F Morgan,1030,58.35,56.254744467578256
Nielsen,1033,54.24983995079981,53.814322256903644
Newspoll,1040,54.56,54.71735084388129
F2F Morgan,1044,54.225,52.129744467578256
Galaxy,1047,56.582,56.860275671025306
Newspoll,1054,57.502,57.65935084388129
F2F Morgan,1055,59.687,57.59174446757825
Nielsen,1060,56.71217299980247,56.2766553059063
F2F Morgan,1062,59.042,56.946744467578256
Newspoll,1068,53.868,54.02535084388129
F2F Morgan,1069,56.658,54.562744467578256
Galaxy,1075,54.60846389632666,54.88673956735197
F2F Morgan,1076,60.533,58.437744467578256
Newspoll,1082,55.676,55.83335084388129
F2F Morgan,1083,60.475,58.379744467578256
Nielsen,1088,55.18607694365583,54.75055924975966
F2F Morgan,1090,57.321,55.22574446757825
Morgan Phone,1091,58.61390209365494,58.185092162274934
Newspoll,1096,55.31,55.46735084388129
F2F Morgan,1097,57.024,54.928744467578255
Galaxy,1099,53.332,53.610275671025306
Morgan Phone,1101,55.245,54.81619006861999
Nielsen,1101,55.024272646744706,54.58875495284854
Newspoll,1103,57.792,57.94935084388129
F2F Morgan,1104,55.995,53.89974446757825
Morgan Phone,1108,54.573,54.14419006861999
Newspoll,1110,53.984,54.14135084388129
F2F Morgan,1111,57.149,55.053744467578255
Nielsen,1113,55.525724447071894,55.09020675317573
Galaxy,1117,54.14,54.418275671025306
Newspoll,1117,53.792,53.94935084388129
F2F Morgan,1118,61.879,59.78374446757825
Morgan Phone,1122,55.736000000000004,55.307190068619995
Newspoll,1124,55.6,55.75735084388129
F2F Morgan,1125,56.408,54.312744467578256
Nielsen,1127,54.395164628772896,53.95964693487673
Morgan Phone,1130,55.495,55.06619006861999
Newspoll,1131,54.408,54.56535084388129
Galaxy,1134,52.37968821475502,52.657963885780326
Nielsen,1134,56.55368821475502,56.118170520858854
Newspoll,1135,52.408,52.56535084388129
Morgan Phone,1136,54.524,54.09519006861999
Morgan Phone,1137,53.341,52.91219006861999
