Firm,Day,@TPP,@TPP adj,@TPP reported
Morgan multi-mode,271,58.17,57.837,59.0
Newspoll,277,52.388,52.607,53.0
Morgan multi-mode,278,55.042,54.71,54.5
Essential,273,54.209,54.454,54.0
Nielsen,283,53.061,52.959,53.0
Morgan multi-mode,288,54.314,53.981,54.5
ReachTEL,289,52.701,52.689,53.0
Newspoll,291,54.939,55.158,55.0
Essential,287,51.679,51.924,52.0
Morgan multi-mode,302,55.664,55.331,56.0
Newspoll,305,53.748,53.967,54.0
Essential,302,53.679,53.924,53.0
Nielsen,311,54.291,54.189,54.0
ReachTEL,314,53.388,53.376,52.0
Morgan multi-mode,316,53.689,53.357,54.0
Galaxy,318,52.339,52.192,52.0
Newspoll,319,53.579,53.798,54.0
Essential,316,51.209,51.454,51.0
Newspoll,333,51.0,51.219,52.0
Morgan multi-mode,330,53.235,52.902,54.0
Essential,330,51.379,51.624,51.0
Morgan multi-mode,344,53.375,53.043,54.0
ReachTEL,345,54.94,54.929,51.03
Newspoll,347,50.279,50.498,51.0
Essential,344,51.711,51.956,52.0
Newspoll,361,52.361,52.579,52.0
Morgan multi-mode,358,52.389,52.057,53.0
Essential,358,52.509,52.754,52.0
ReachTEL,373,50.945,50.933,51.0
Morgan multi-mode,372,52.964,52.631,53.5
Essential,372,53.039,53.284,53.0
Newspoll,375,49.809,50.028,51.0
Galaxy,390,50.619,50.471,51.0
Morgan multi-mode,390,51.031,50.698,51.5
Essential,386,52.57,52.815,52.0
Morgan multi-mode,400,51.514,51.181,52.0
Essential,400,52.57,52.815,53.0
Newspoll,403,52.3,52.519,53.0
ReachTEL,408,52.016,52.004,52.0
Ipsos,416,51.129,51.593,51.0
Morgan multi-mode,414,53.197,52.864,54.5
Essential,414,52.039,52.284,52.0
Newspoll,420,53.0,53.219,54.0
Morgan multi-mode,428,53.797,53.464,54.0
Essential,428,52.039,52.284,52.0
Newspoll,434,54.809,55.028,55.0
ReachTEL,437,52.549,52.537,53.0
Morgan multi-mode,442,52.85,52.517,53.0
Essential,442,52.039,52.284,52.0
Newspoll,446,54.0,54.219,54.0
Galaxy,449,54.93,54.783,55.0
Ipsos,451,52.129,52.594,52.0
Essential,821,52.039,51.988,52.0
Morgan multi-mode,821,56.334,56.041,56.5
Newspoll,460,54.23,54.449,54.0
Morgan multi-mode,471,54.73,54.397,56.5
Morgan multi-mode,484,52.829,52.496,53.0
Essential,491,53.04,53.285,53.0
Essential,505,54.209,54.454,54.0
Morgan multi-mode,502,54.73,54.397,55.5
ReachTEL,504,53.593,53.581,54.0
Galaxy,506,56.643,56.495,57.0
Ipsos,507,54.464,54.928,54.0
Morgan multi-mode,512,56.511,56.178,57.5
Galaxy,513,56.643,56.495,57.0
ReachTEL,513,55.035,55.023,55.0
Newspoll,515,56.7,56.919,57.0
Essential,519,54.1,54.345,54.0
Morgan multi-mode,526,54.539,54.207,55.0
Newspoll,529,53.7,53.919,53.0
Essential,533,53.208,53.453,53.0
Ipsos,535,50.761,51.225,51.0
Morgan multi-mode,540,53.226,52.893,53.5
Newspoll,544,54.23,54.449,55.0
Essential,547,52.261,52.506,52.0
Morgan multi-mode,554,54.292,53.959,54.0
Newspoll,557,51.4,51.619,51.0
Essential,561,53.1,53.345,53.0
ReachTEL,565,53.936,53.924,54.0
Morgan multi-mode,569,51.578,51.245,53.0
Essential,574,52.05,52.295,52.0
Ipsos,577,53.657,54.121,54.0
Newspoll,578,50.87,51.088,51.0
Morgan multi-mode,582,53.402,53.069,54.0
Essential,588,52.57,52.815,53.0
ReachTEL,590,53.508,53.496,53.53
Morgan multi-mode,596,52.263,51.93,53.5
Essential,602,52.461,52.706,52.0
Newspoll,601,51.639,51.858,52.0
ReachTEL,610,52.318,52.307,53.0
Galaxy,611,52.461,52.313,52.0
Ipsos,612,50.091,50.556,50.0
Newspoll,613,52.23,52.449,53.0
Morgan multi-mode,614,50.854,50.521,51.5
Essential,616,52.151,52.396,52.0
Morgan multi-mode,624,52.071,51.738,52.0
Essential,631,52.27,52.515,52.0
Newspoll,627,52.121,52.34,52.0
Morgan multi-mode,638,54.105,53.772,54.5
Ipsos,640,52.893,53.358,53.0
Essential,645,52.151,52.396,52.0
Newspoll,641,51.361,51.579,51.0
Morgan multi-mode,652,52.805,52.472,53.5
ReachTEL,653,51.735,51.723,51.77
Essential,658,52.1,52.345,52.0
Ipsos,661,53.082,53.546,53.0
Newspoll2,663,52.591,52.025,52.0
Morgan multi-mode,666,50.705,50.372,51.0
Essential,672,51.882,52.127,52.0
Newspoll2,676,53.291,52.725,53.0
Morgan multi-mode,680,52.928,52.595,53.5
Essential,686,53.293,53.537,53.0
ReachTEL,688,52.719,52.707,53.0
ReachTEL,695,53.031,53.019,53.0
Essential,698,51.57,51.815,52.0
Newspoll2,698,54.121,53.555,54.0
Morgan multi-mode,694,55.056,54.724,54.5
Ipsos,703,53.878,54.342,54.0
Newspoll2,711,54.443,53.877,54.0
Essential,714,52.347,52.592,52.0
Morgan multi-mode,708,53.036,52.703,53.5
ReachTEL,716,52.779,52.768,53.0
Newspoll2,725,53.761,53.194,54.0
Morgan multi-mode,726,54.626,54.293,55.5
Essential,729,52.347,52.592,52.0
Morgan multi-mode,733,55.628,55.295,56.5
ReachTEL,735,50.037,50.025,50.0
Galaxy,736,49.414,49.266,49.0
Newspoll2,739,48.93,48.364,49.0
Morgan multi-mode,740,45.814,45.481,46.5
Essential,739,50.461,50.706,50.0
Essential,749,48.585,48.83,48.0
Morgan multi-mode,751,44.662,44.329,45.0
Newspoll2,760,49.761,49.194,50.0
Essential,763,49.461,49.706,49.0
Ipsos,766,46.889,47.354,47.0
Morgan multi-mode,764,45.41,45.077,45.0
ReachTEL,772,46.713,46.701,47.0
Newspoll2,774,48.461,47.894,48.0
Essential,777,47.93,48.175,47.0
Morgan multi-mode,778,45.354,45.021,45.0
Newspoll2,788,47.1,46.545,47.0
Essential,791,48.615,48.797,48.0
Ipsos,794,44.591,45.038,44.0
Morgan multi-mode,792,45.556,45.232,45.0
Newspoll2,802,46.93,46.413,47.0
Essential,805,48.93,49.004,49.0
ReachTEL,807,44.703,44.894,45.0
Morgan multi-mode,806,45.408,45.098,45.0
Newspoll2,816,47.761,47.282,47.0
Essential,819,48.1,48.064,48.0
Morgan multi-mode,820,44.101,43.806,44.0
Morgan multi-mode,848,45.08,44.815,44.5
Essential,859,48.555,48.207,49.0
ReachTEL,863,45.068,45.732,45.0
Morgan multi-mode,862,47.158,46.907,46.0
Essential,863,48.93,48.551,49.0
Newspoll2,872,47.461,47.136,47.0
Morgan multi-mode,876,47.786,47.55,47.5
Essential,875,48.93,48.457,49.0
ReachTEL,884,45.524,46.357,46.0
Ipsos,885,48.765,49.052,48.0
Morgan multi-mode,890,47.87,47.648,47.5
Newspoll2,893,49.761,49.496,50.0
Essential,889,48.57,47.988,48.0
Morgan multi-mode,905,47.826,47.619,47.0
Essential,903,50.1,49.409,50.0
Newspoll2,907,49.761,49.524,50.0
Ipsos,913,47.421,47.678,47.0
Morgan multi-mode,918,51.196,50.989,50.5
Essential,917,50.595,49.904,50.0
Newspoll2,921,49.23,48.993,49.0
ReachTEL,923,47.276,48.277,48.0
Essential,931,50.57,49.878,50.0
Morgan multi-mode,932,48.98,48.773,48.5
Newspoll2,935,50.87,50.633,51.0
Essential,945,50.4,49.709,50.0
ReachTEL,947,49.566,50.567,50.0
Ipsos,948,49.891,50.147,50.0
Morgan multi-mode,946,50.507,50.3,51.0
Newspoll2,949,50.87,50.633,51.0
Essential,959,51.1,50.409,51.0
Morgan multi-mode,960,50.767,50.56,50.5
ReachTEL,968,49.282,50.284,50.0
Galaxy,968,50.4,50.487,50.0
Ipsos,969,48.952,49.208,49.0
Newspoll2,970,51.4,51.163,51.0
Lonergan,970,50.262,50.387,50.0
Essential,973,51.137,50.446,51.0
Morgan multi-mode,978,53.363,53.157,52.0
Ipsos,981,49.952,50.208,49.0
ReachTEL,982,50.31,51.312,50.0
Newspoll2,984,50.87,50.633,51.0
ReachTEL,989,50.985,51.987,52.0
Essential,987,50.18,49.488,49.0
Morgan multi-mode,988,51.805,51.598,51.5
Ipsos,995,51.121,51.378,51.0
ReachTEL,996,50.232,51.234,50.0
Newspoll2,998,50.701,50.464,50.0
ReachTEL,1003,48.484,49.486,50.0
Essential,1001,51.525,50.834,51.0
Ipsos,1009,51.3,51.556,51.0
ReachTEL,1010,48.246,49.248,49.0
Newspoll2,1012,50.509,50.272,50.0
Essential,1015,52.509,51.818,51.0
Galaxy,1018,49.87,49.957,50.0
ReachTEL,1017,49.021,50.023,49.0
Newspoll2,1019,49.209,48.972,49.0
Ipsos,1022,50.47,50.726,50.0
Galaxy,1023,49.57,49.657,49.0
Essential,1023,49.736,49.044,49.5
ReachTEL,1024,49.336,50.338,49.0
Newspoll2,1024,49.509,49.272,49.5
