Firm,Day,@TPP,@TPP adj,@TPP reported
Essential,999,50.052,49.374,50.0
ResolvePM,1007,46.007,46.141,45.0
Freshwater,1008,48.364,49.082,48.0
Morgan multi-mode,1006,51.696,51.023,51.0
YouGov2,1010,49.1,48.486,49.0
Morgan multi-mode,1013,48.701,48.028,49.5
Essential,1013,50.189,49.51,49.474
YouGov2,1017,50.999,50.386,51.0
Newspoll,1019,49.565,49.223,49.0
Morgan multi-mode,1020,50.73,50.057,51.5
YouGov2,1024,51.05,50.436,51.0
Freshwater,1028,49.839,50.557,49.0
Morgan multi-mode,1027,53.497,52.824,54.5
Essential,1027,49.769,49.091,50.0
Redbridge,1029,50.756,50.111,51.0
YouGov2,1031,50.49,49.877,50.0
Morgan multi-mode,1034,53.11,52.437,53.0
Redbridge,1033,50.936,50.291,51.0
YouGov2,1027,50.171,49.558,50.2
Newspoll,1041,51.371,51.029,51.0
ResolvePM,1042,49.558,49.692,50.0
Freshwater,1043,49.572,50.289,49.4
Morgan multi-mode,1041,52.432,51.759,53.0
Essential,1041,50.552,49.874,50.526
YouGov2,1045,51.043,50.43,51.0
Redbridge,1034,51.81,51.165,52.0
Newspoll,1047,51.633,51.291,52.0
Morgan multi-mode,1048,53.763,53.09,53.5
YouGov2,1052,52.406,51.793,52.5
Newspoll,1054,51.895,51.553,52.0
Morgan multi-mode,1055,53.583,52.91,54.5
ResolvePM,1056,52.375,52.51,53.5
Essential,1055,52.56,51.881,52.632
Freshwater,1060,49.429,50.147,50.3
YouGov2,1058,53.559,52.946,53.0
Redbridge,1018,51.75,51.105,nan
Newspoll,1061,52.633,52.291,52.0
Morgan multi-mode,1062,54.485,53.812,55.5
YouGov2,1065,54.246,53.632,53.5
Newspoll,1068,52.037,51.696,52.0
DemosAU,1068,52.542,52.12,52.0
Morgan multi-mode,1069,53.081,52.408,53.0
Essential,1069,51.706,51.028,52.101
ResolvePM,1070,51.882,51.568,53.0
Spectre,1071,51.939,51.642,53.0
Redbridge,1071,52.895,52.25,53.0
YouGov2,1060,53.126,52.513,52.9
DemosAU,1073,51.294,50.873,51.0
Freshwater,1075,50.827,51.544,51.5
DemosAU,1074,51.723,51.302,52.0
Newspoll,1075,52.752,52.411,52.5
Morgan multi-mode,1075,53.046,52.373,53.0
YouGov2,1073,53.64,53.027,52.2
Ipsos,1074,50.85,50.743,51.0
