Firm,Day,ALP TPP,ALP TPP adj
Newspoll,710,45.9908534799532,45.95956438641221
Essential,718,43.738799752422416,43.36462545500508
F2F Morgan,721,47.28220654220292,44.651801428693894
Newspoll,724,47.52722780646588,47.49593871292489
Nielsen,730,46.1967880692002,46.69106901455004
Essential,732,44.95053786757112,44.57636357015379
F2F Morgan,739,48.88232612253813,46.251921009029104
Newspoll,738,44.831543970192484,44.80025487665149
Essential,746,44.95030858396133,44.576134286544
Nielsen,751,46.573607357973,47.06788830332284
F2F Morgan,749,49.77642686693403,47.146021753425
Newspoll,752,50.15030520141807,50.11901610787708
Morgan Phone,756,48.20106340783328,48.69385905512638
F2F Morgan,760,50.07362560009378,47.44322048658475
Essential,760,46.11562560009378,45.741451302676445
F2F Morgan,770,49.34167837718604,46.711273263677015
Newspoll,773,45.990872173955125,45.959583080414134
Essential,774,46.532832820809034,46.1586585233917
Nielsen,786,47.77931269533919,48.27359364068903
F2F Morgan,784,52.25319225957505,49.622787146066024
Essential,788,46.11541926161199,45.74124496419466
Newspoll,794,49.40833154546792,49.377042451926926
F2F Morgan,798,48.28217309389403,45.651767980385
Galaxy,801,46.69237269690434,46.22934042396554
Essential,802,47.53291818608417,47.158743888666834
Newspoll,808,48.57341271906586,48.542123625524866
Nielsen,814,47.73301347917754,48.22729442452737
F2F Morgan,812,51.29958423986229,48.669179126353264
Essential,816,47.321068401831766,46.94689410441443
Newspoll,822,48.94436035349284,48.91307125995185
Morgan Phone,826,47.68233362727888,48.17512927457198
Galaxy,828,45.692462238706035,45.22942996576723
F2F Morgan,826,49.80263362727888,47.17222851376985
Newspoll,836,45.36193437494311,45.33064528140212
Nielsen,842,47.991095394149994,48.48537633949983
F2F Morgan,830,53.941739089492565,51.31133397598354
Essential,837,45.74464990972136,45.37047561230403
F2F Morgan,868,49.67645440718914,47.04604929368011
Newspoll,871,48.95035868797596,48.919069594434966
Essential,873,46.53288488924691,46.158710591829575
F2F Morgan,882,50.98523098136973,48.354825867860704
Essential,887,45.32146936774871,44.94729507033138
Galaxy,892,45.903851525810886,45.44081925287208
Newspoll,892,43.78505152581089,43.7537624322699
F2F Morgan,893,49.682159929046335,47.05175481553731
F2F Morgan,900,45.91127369019017,43.280868576681144
Essential,900,46.321373690190164,45.94719939277283
Nielsen,905,43.779193972380575,44.27347491773041
Newspoll,913,44.36169972669814,44.33041063315715
Essential,914,43.32108715646126,42.94691285904393
F2F Morgan,910,46.69939045860856,44.068985345099534
Morgan multi-mode,920,46.17636481111268,45.31213418398153
Galaxy,924,44.526915399785196,44.06388312684639
Newspoll,927,47.36185916478676,47.330570071245766
Morgan multi-mode,927,44.65315916478676,43.78892853765561
Essential,928,45.53291982813885,45.15874553072152
Nielsen,933,43.99076040681601,44.485041352165844
Morgan multi-mode,934,46.15300216364249,45.28877153651134
AMR,942,43.94991856143329,43.56770156754581
Morgan multi-mode,941,44.09356627142517,43.22933564429402
Galaxy,941,45.315266271425166,44.85223399848636
Newspoll,941,42.15586627142517,42.12457717788418
Essential,943,43.526720029103444,43.15254573168611
Morgan multi-mode,949,42.9445374814275,42.08030685429635
Morgan multi-mode,955,44.199422921858464,43.335192294727314
Newspoll,955,44.526922921858464,44.49563382831747
ReachTEL,961,43.11278266014678,43.24647508772862
Essential,956,44.950145273038956,44.57597097562162
Galaxy,959,45.89796002870136,45.43492775576256
Nielsen,961,43.15018266014677,43.644463605496604
Morgan multi-mode,962,44.550110333032336,43.685879705901186
Newspoll,969,44.99064811998928,44.95935902644829
Morgan multi-mode,969,46.30224811998928,45.43801749285813
Essential,970,44.94997660411346,44.575802306696126
Morgan multi-mode,976,43.65314191010225,42.7889112829711
ReachTEL,982,42.40659056587453,42.54028299345637
Morgan multi-mode,983,44.43412612302556,43.56989549589441
Newspoll,983,43.99062612302556,43.959337029484566
Essential,984,45.367482382915,44.99330808549767
Morgan multi-mode,990,44.5965429226169,43.73231229548575
Galaxy,995,46.15606792516727,45.69303565222847
Nielsen,996,46.19668410838427,46.690965053734104
Morgan multi-mode,997,45.19965008624644,44.33541945911529
Newspoll,997,44.03735008624645,44.00606099270546
Essential,998,44.57934859767334,44.205174300256004
Morgan multi-mode,1004,45.8880559814994,45.02382535436825
Morgan multi-mode,1011,44.72276946144454,43.85853883431339
Newspoll,1011,42.202469461444544,42.17118036790355
Essential,1013,46.16197748261751,45.787803185200175
Morgan multi-mode,1019,44.22319957647866,43.35896894934751
Galaxy,1022,44.94468530428749,44.481653031348685
Nielsen,1024,42.77942016913326,43.273701114483096
Morgan multi-mode,1025,45.82871917711003,44.96448854997888
Essential,1026,44.99680187236263,44.6226275749453
Morgan multi-mode,1032,43.32872981639508,42.46449918926393
Newspoll,1032,42.03742981639508,42.00614072285409
ReachTEL,1037,48.48,48.61369242758184
Galaxy,1038,49.290845206051614,48.82781293311281
Morgan multi-mode,1039,51.06980862331337,50.20557799618222
Newspoll,1039,48.332108623313374,48.30081952977238
Essential,1040,47.29698324069925,46.922808943281915
Morgan multi-mode,1046,52.65230728000789,51.78807665287674
Newspoll,1046,49.755207280007895,49.7239181864669
AMR,1047,50.926387309749344,50.54417031586186
Nielsen,1052,49.502923170888664,49.9972041162385
Morgan multi-mode,1053,51.76109981599588,50.89686918886473
Essential,1055,48.344189552614026,47.97001525519669
ReachTEL,1059,48.83594,48.96963242758184
Newspoll,1060,48.29189113142163,48.26060203788064
Morgan multi-mode,1060,52.21219113142163,51.347960504290484
Galaxy,1064,50.08618919325217,49.62315692031336
Morgan multi-mode,1067,50.8125497673515,49.94831914022035
Essential,1068,49.33847802149131,48.96430372407398
Newspoll,1074,48.33803548024068,48.306746386699686
Morgan multi-mode,1074,49.523535480240675,48.659304853109525
ReachTEL,1075,47.623200000000004,47.756892427581846
Nielsen,1078,48.28991975019926,48.784200695549096
Galaxy,1079,48.873053948823596,48.41002167588479
ReachTEL,1081,47.075939999999996,47.20963242758184
Morgan multi-mode,1081,48.60116008662825,47.7369294594971
Newspoll,1081,47.07796008662825,47.04667099308726
Essential,1082,49.71244332798897,49.33826903057164
Morgan Phone,1084,41.49995955805935,41.99275520535245
Galaxy,1086,47.70505721486492,47.24202494192612
AMR,1088,50.53845713216384,50.15624013827636
Morgan multi-mode,1088,48.01815713216384,47.15392650503269
Newspoll,1088,45.332657132163845,45.301368038622854
Nielsen,1091,45.86641972814466,46.3607006734945
Morgan multi-mode,1095,47.195555025473595,46.331324398342446
Newspoll,1095,47.075255025473595,47.043965931932604
Essential,1096,47.90076103523833,47.526586737821
ReachTEL,1098,46.93506000000001,47.06875242758185
Morgan multi-mode,1100,45.6261,44.76186937286885
Galaxy,1101,46.674383569935515,46.21135129699671
Newspoll,1102,45.505329593482294,45.4740404999413
Morgan multi-mode,1102,47.711600000000004,46.847369372868854
AMR,1103,46.91641168271434,46.53419468882686
ReachTEL,1105,47.4371,47.57079242758184
Galaxy,1105,48.787000000000006,48.3239677270612
Lonergan,1105,50.224662091973606,49.87181249243276
ReachTEL,1106,48.842380000000006,48.97607242758185
Newspoll,1106,45.10493977094687,45.07365067740588
Nielsen,1107,45.837560311368506,46.33184125671834
ReachTEL,1107,47.02086,47.15455242758184
Morgan multi-mode,1107,47.53340000000001,46.66916937286886
