Firm,Day,@TPP,@TPP adj,@TPP reported
AGB McNair,350,51.351,49.837,nan
F2F Morgan,357,47.844,47.05,46.5
Newspoll,360,52.939,52.943,nan
AGB McNair,364,52.145,50.631,nan
F2F Morgan,371,50.446,49.653,49.5
Newspoll,374,49.13,49.134,nan
AGB McNair,378,52.542,51.028,nan
F2F Morgan,385,49.645,48.852,48.0
AGB McNair,392,54.145,52.631,nan
Newspoll,395,48.336,48.34,nan
F2F Morgan,399,51.344,50.55,50.5
AGB McNair,406,52.748,51.234,nan
Newspoll,409,50.939,50.943,nan
F2F Morgan,413,52.645,51.852,52.0
AGB McNair,420,53.542,52.028,nan
Newspoll,423,52.13,52.134,nan
F2F Morgan,427,52.741,51.947,51.0
AGB McNair,434,51.939,50.425,nan
Newspoll,437,46.321,46.325,nan
F2F Morgan,438,50.534,49.741,50.0
AGB McNair,448,48.939,47.425,nan
F2F Morgan,448,48.336,47.543,47.0
Newspoll,451,47.13,47.134,nan
AGB McNair,462,47.336,45.822,nan
F2F Morgan,462,49.034,48.241,48.0
Newspoll,465,44.733,44.737,nan
AGB McNair,476,47.336,45.822,nan
F2F Morgan,476,48.638,47.844,47.5
Newspoll,479,46.733,46.737,nan
AGB McNair,490,49.542,48.028,nan
F2F Morgan,490,47.24,46.447,46.0
Newspoll,493,45.733,45.737,nan
F2F Morgan,501,47.638,46.844,47.0
Newspoll,507,50.733,50.737,nan
F2F Morgan,508,51.336,50.543,52.0
AGB McNair,504,50.939,49.425,nan
F2F Morgan,515,48.836,48.043,48.0
AGB McNair,518,50.145,48.631,nan
Newspoll,521,47.733,47.737,nan
F2F Morgan,525,50.939,50.146,50.0
AGB McNair,532,53.542,52.028,nan
Newspoll,535,53.336,53.34,nan
F2F Morgan,539,50.24,49.447,48.5
AGB McNair,546,53.542,52.028,nan
Newspoll,549,57.336,57.34,nan
F2F Morgan,553,53.844,53.05,52.0
Newspoll,556,49.336,49.34,nan
AGB McNair,567,55.542,54.028,nan
F2F Morgan,567,54.042,53.249,54.0
Newspoll,570,51.336,51.34,nan
AGB McNair,577,53.145,51.631,nan
F2F Morgan,581,53.145,52.352,51.5
Newspoll,584,53.939,53.943,nan
AGB McNair,588,54.939,53.425,nan
F2F Morgan,595,52.344,51.55,51.0
Newspoll,598,51.733,51.737,nan
AGB McNair,602,55.542,54.028,nan
F2F Morgan,609,53.707,52.914,52.5
Newspoll,612,50.733,50.737,nan
AGB McNair,616,54.145,52.631,nan
F2F Morgan,623,53.741,52.947,52.5
Newspoll,626,52.336,52.34,nan
AGB McNair,630,54.145,52.631,nan
F2F Morgan,637,52.645,51.852,52.0
Newspoll,640,49.145,49.149,nan
F2F Morgan,665,52.05,51.256,51.0
Newspoll,668,50.336,50.34,nan
F2F Morgan,675,54.05,53.256,53.0
AGB McNair,682,49.748,48.234,nan
Newspoll,682,54.542,54.546,nan
F2F Morgan,682,53.344,52.55,52.0
F2F Morgan,693,46.645,45.852,45.0
Newspoll,696,47.145,47.149,nan
AGB McNair,696,46.748,45.234,46.0
F2F Morgan,704,46.344,45.55,44.5
Newspoll,710,48.939,48.943,nan
AGB McNair,710,44.542,43.028,44.0
F2F Morgan,714,46.446,45.653,45.0
Newspoll,724,44.13,44.134,nan
AGB McNair,724,44.145,42.631,44.0
F2F Morgan,728,48.145,47.352,47.0
Newspoll,738,41.939,41.943,nan
AGB McNair,738,44.748,43.234,44.0
F2F Morgan,742,48.446,47.653,47.5
Newspoll,752,45.733,45.737,nan
AGB McNair,752,45.145,43.631,44.0
F2F Morgan,756,48.042,47.249,47.0
Newspoll,766,49.748,49.752,nan
AGB McNair,766,45.689,44.175,45.0
F2F Morgan,770,46.645,45.852,45.0
Newspoll,780,48.336,48.34,nan
F2F Morgan,780,48.241,47.447,46.5
AGB McNair,780,48.021,46.507,47.0
F2F Morgan,787,48.851,48.058,48.5
Newspoll,794,46.939,46.943,nan
AGB McNair,794,47.669,46.155,46.0
F2F Morgan,798,50.145,49.352,49.0
Newspoll,808,47.939,47.943,nan
AGB McNair,808,44.699,43.185,44.0
F2F Morgan,812,48.145,47.352,47.0
Newspoll,822,47.336,47.34,nan
AGB McNair,822,46.542,45.028,45.0
F2F Morgan,826,48.344,47.55,46.0
Newspoll,836,47.939,47.943,nan
AGB McNair,836,49.64,48.126,49.0
F2F Morgan,840,49.152,48.359,47.5
Newspoll,850,47.939,47.921,nan
AGB McNair,850,47.276,45.959,46.0
F2F Morgan,854,49.344,48.542,48.0
Newspoll,864,45.939,45.89,nan
AGB McNair,864,43.542,42.501,43.0
F2F Morgan,868,48.748,47.939,47.0
Newspoll,878,51.542,51.462,nan
AGB McNair,878,47.542,46.777,47.0
F2F Morgan,882,48.844,48.027,48.0
Newspoll,892,46.336,46.226,nan
AGB McNair,892,47.62,47.131,47.0
F2F Morgan,896,47.145,46.321,45.5
Newspoll,906,48.145,48.004,nan
AGB McNair,906,45.199,44.986,45.0
F2F Morgan,910,49.55,48.717,48.0
Newspoll,920,46.748,46.576,nan
AGB McNair,920,47.351,47.414,46.0
F2F Morgan,924,49.446,48.607,48.0
Newspoll,934,48.145,47.943,nan
AGB McNair,934,43.542,43.881,42.0
F2F Morgan,938,46.851,46.003,45.0
Newspoll,948,48.336,48.103,nan
AGB McNair,948,46.748,47.363,45.0
F2F Morgan,952,49.748,48.893,48.5
AGB McNair,962,46.001,46.853,45.0
F2F Morgan,966,47.351,46.491,45.0
Newspoll,969,46.939,46.679,nan
AGB McNair,976,47.62,48.472,47.0
F2F Morgan,977,47.042,46.182,46.0
Newspoll,983,47.939,47.679,nan
F2F Morgan,987,48.145,47.285,46.5
Quadrant,1016,50.336,49.337,48.5
Newspoll,997,48.542,48.282,nan
F2F Morgan,1001,47.946,47.087,45.5
Newspoll,1004,48.336,48.076,nan
F2F Morgan,1022,49.851,48.991,48.0
F2F Morgan,1036,47.446,46.587,46.0
Newspoll,1039,46.13,45.87,46.0
AGB McNair,1045,44.542,45.394,43.0
Quadrant,1046,47.733,46.734,47.0
Newspoll,1046,46.13,45.87,nan
F2F Morgan,1047,48.042,47.182,48.0
Newspoll,1053,47.733,47.473,46.0
Morgan Phone,1053,47.946,46.294,46.0
Newspoll,1060,46.527,46.267,46.0
Morgan Phone,1060,49.741,48.088,49.0
Newspoll,1067,49.13,48.87,47.5
Morgan Phone,1067,49.344,47.691,47.5
Morgan Phone,1075,50.954,49.301,49.0
Newspoll,1074,46.034,45.775,46.0
Morgan Phone,1076,50.756,49.103,49.0
Newspoll,1079,47.534,47.275,46.5
Morgan Phone,1079,51.145,49.492,50.0
