Firm,Day,@TPP,@TPP adj,@TPP reported
Morgan Phone,223,42.62,43.571,42.0
Newspoll,225,42.26,42.383,nan
F2F Morgan,226,49.892,47.46,nan
Nielsen,232,43.997,43.596,44.0
Morgan Phone,233,43.348,44.299,43.5
F2F Morgan,236,48.164,45.732,nan
Newspoll,239,42.26,42.383,nan
Morgan Phone,247,44.348,45.299,44.0
F2F Morgan,250,48.392,45.96,nan
Newspoll,253,44.26,44.383,nan
Nielsen,260,45.804,45.403,46.0
Morgan Phone,261,44.348,45.299,44.5
F2F Morgan,264,47.892,45.46,nan
Newspoll,267,46.172,46.295,nan
Newspoll,274,44.804,44.927,nan
Morgan Phone,275,45.032,45.983,45.5
F2F Morgan,278,48.164,45.732,nan
Morgan Phone,303,43.304,44.255,43.0
F2F Morgan,306,46.708,44.276,nan
Newspoll,309,45.172,45.295,nan
Nielsen,309,46.524,46.123,47.0
Morgan Phone,317,42.664,43.615,43.5
F2F Morgan,320,47.392,44.96,nan
Newspoll,323,48.26,48.383,nan
Morgan Phone,331,45.892,46.843,46.5
F2F Morgan,334,47.436,45.004,nan
Newspoll,337,47.348,47.471,nan
Nielsen,337,45.892,45.491,46.0
Morgan Phone,345,45.348,46.299,45.5
F2F Morgan,348,48.076,45.644,nan
Newspoll,351,44.26,44.383,nan
Morgan Phone,359,43.032,43.983,42.5
F2F Morgan,362,48.936,46.504,nan
Newspoll,365,44.716,44.839,nan
Morgan Phone,370,43.76,44.711,44.5
F2F Morgan,373,48.892,46.46,nan
Morgan Phone,376,46.796,47.747,47.0
F2F Morgan,380,48.436,46.004,nan
Newspoll,386,45.804,45.927,nan
Morgan Phone,387,44.576,45.527,44.5
F2F Morgan,390,49.98,47.548,nan
Nielsen,393,47.068,46.667,47.0
Newspoll,400,46.892,47.015,nan
Morgan Phone,401,48.472,49.423,48.0
F2F Morgan,404,48.34,45.908,nan
Nielsen,407,47.054,46.653,48.0
Newspoll,414,49.98,50.103,nan
Nielsen,414,49.28,48.879,50.0
Morgan Phone,415,45.332,46.283,44.5
F2F Morgan,415,49.288,46.856,nan
Newspoll,421,50.524,50.647,nan
Morgan Phone,424,49.744,50.695,48.5
F2F Morgan,425,52.604,50.172,nan
Newspoll,428,49.068,49.191,nan
Morgan Phone,433,46.744,47.695,45.0
Nielsen,435,49.191,48.79,50.0
F2F Morgan,436,52.244,49.812,nan
Newspoll,442,47.98,48.103,nan
Morgan Phone,443,47.428,48.379,45.0
F2F Morgan,446,50.472,48.04,nan
Newspoll,456,46.98,47.103,nan
Morgan Phone,457,47.156,48.107,45.5
F2F Morgan,460,49.7,47.268,nan
Newspoll,470,48.524,48.647,nan
Morgan Phone,471,47.972,48.923,48.0
F2F Morgan,474,51.744,49.312,nan
Newspoll,484,49.892,50.015,nan
Morgan Phone,485,47.84,48.791,48.0
F2F Morgan,488,50.7,48.268,nan
Newspoll,498,48.068,48.191,nan
Morgan Phone,499,48.884,49.835,49.0
F2F Morgan,502,51.972,49.54,nan
Morgan Phone,510,53.928,54.879,54.5
Newspoll,512,47.98,48.103,nan
F2F Morgan,513,53.288,50.856,nan
Morgan Phone,518,46.156,47.107,46.5
Nielsen,519,50.65,50.249,51.0
F2F Morgan,520,50.428,47.996,nan
Newspoll,526,49.436,49.559,nan
Morgan Phone,527,49.112,50.063,49.0
F2F Morgan,530,51.2,48.768,nan
Newspoll,540,50.436,50.559,nan
Morgan Phone,541,48.34,49.291,48.5
F2F Morgan,544,52.884,50.452,nan
Morgan Phone,552,49.068,50.019,48.0
Newspoll,554,47.98,48.103,nan
F2F Morgan,555,51.656,49.224,nan
Morgan Phone,559,50.164,51.115,50.0
Newspoll,561,48.524,48.647,nan
F2F Morgan,562,52.568,50.136,nan
Morgan Phone,569,43.796,44.747,42.5
F2F Morgan,572,51.384,48.952,nan
Newspoll,575,48.892,49.015,nan
Nielsen,575,49.102,48.701,50.0
Morgan Phone,580,53.208,54.159,53.0
Quadrant,581,59.041,56.885,nan
Newspoll,582,53.804,53.927,nan
Nielsen,582,52.98,52.579,53.0
F2F Morgan,583,55.252,52.82,nan
Newspoll,589,53.804,53.927,nan
Morgan Phone,590,53.392,54.343,53.5
F2F Morgan,593,57.024,54.592,nan
Newspoll,603,52.892,53.015,nan
Morgan Phone,604,53.392,54.343,53.5
F2F Morgan,607,54.84,52.408,nan
Newspoll,617,54.892,55.015,nan
Nielsen,617,54.068,53.667,54.0
Morgan Phone,618,55.076,56.027,54.5
F2F Morgan,621,55.752,53.32,nan
Newspoll,631,52.804,52.927,nan
Morgan Phone,632,49.804,50.755,48.5
F2F Morgan,635,56.524,54.092,nan
Newspoll,638,50.892,51.015,nan
Morgan Phone,667,50.848,51.799,52.0
F2F Morgan,670,54.024,51.592,nan
Newspoll,673,51.26,51.383,nan
Morgan Phone,681,53.304,54.255,52.5
F2F Morgan,684,54.524,52.092,nan
Newspoll,322,48.804,48.927,nan
Nielsen,687,54.896,54.495,56.0
Morgan Phone,695,52.62,53.543,52.5
F2F Morgan,698,55.48,53.063,nan
Quadrant,700,54.628,52.542,nan
Newspoll,701,52.348,52.458,nan
Morgan Phone,709,52.76,53.585,51.0
F2F Morgan,712,53.752,51.37,nan
Newspoll,715,53.26,53.351,nan
Nielsen,716,52.043,51.636,52.0
Morgan Phone,723,50.848,51.576,50.0
F2F Morgan,727,53.024,50.681,50.0
Newspoll,729,52.804,52.875,nan
Morgan Phone,737,49.892,50.522,50.5
F2F Morgan,740,54.568,52.255,50.5
Newspoll,743,50.892,50.944,nan
Nielsen,743,51.466,51.051,52.0
Morgan Phone,751,50.164,50.696,50.0
F2F Morgan,754,55.84,53.562,50.0
Quadrant,756,56.716,55.121,nan
Morgan Phone,762,47.524,47.986,47.0
Newspoll,764,50.892,50.917,nan
Nielsen,764,52.524,52.103,52.0
F2F Morgan,765,54.112,51.864,nan
Morgan Phone,769,52.708,53.114,53.5
F2F Morgan,772,52.796,50.563,nan
Morgan Phone,776,51.12,51.484,50.5
Newspoll,778,49.804,49.81,nan
F2F Morgan,779,53.112,50.898,nan
Morgan Phone,786,50.804,51.098,51.5
F2F Morgan,789,54.068,51.879,51.5
Newspoll,792,47.26,47.247,nan
Nielsen,799,51.98,51.549,52.0
Morgan Phone,800,52.848,53.044,53.0
F2F Morgan,803,52.84,50.686,53.0
Newspoll,806,49.348,49.316,nan
Morgan Phone,814,51.48,51.592,51.5
F2F Morgan,817,53.612,51.478,51.5
Newspoll,820,52.612,52.572,nan
Morgan Phone,825,53.472,53.584,53.0
Nielsen,827,55.163,54.728,56.0
F2F Morgan,828,53.56,51.426,53.0
Newspoll,834,56.524,56.484,nan
Morgan Phone,835,54.612,54.724,53.5
F2F Morgan,845,56.472,54.338,57.5
Newspoll,848,52.612,52.572,nan
Nielsen,855,53.788,53.353,56.0
F2F Morgan,859,55.244,53.11,56.0
Newspoll,862,54.156,54.116,nan
F2F Morgan,873,56.56,54.426,58.0
Newspoll,876,51.068,51.028,nan
Quadrant,882,51.348,50.245,nan
Newspoll,883,48.348,48.308,nan
Nielsen,883,51.436,51.001,52.0
F2F Morgan,884,52.127,49.993,54.5
F2F Morgan,891,54.796,52.662,54.5
Quadrant,896,51.804,50.701,51.0
Newspoll,897,50.98,50.94,nan
F2F Morgan,898,52.476,50.342,55.5
Nielsen,900,50.26,49.825,51.0
Newspoll,904,50.848,50.808,51.5
F2F Morgan,905,52.147,50.012,54.5
Nielsen,908,48.835,48.401,49.0
Newspoll,911,51.716,51.676,53.0
F2F Morgan,912,52.283,50.148,55.0
Nielsen,915,51.292,50.858,52.0
Newspoll,918,51.26,51.22,52.0
F2F Morgan,919,52.927,50.793,55.5
Quadrant,923,51.348,50.245,50.0
Nielsen,922,51.831,51.396,52.0
Morgan Phone,923,47.015,47.127,50.5
Newspoll,925,50.26,50.22,51.0
F2F Morgan,926,52.664,50.53,52.0
Quadrant,928,51.857,50.754,51.0
Nielsen,928,49.938,49.503,50.0
Newspoll,930,52.804,52.764,53.0
Nielsen,930,49.845,49.411,50.0
ARS,930,50.068,49.64,50.0
Morgan Phone,932,50.664,50.776,50.0
