Firm,Day,@TPP,@TPP adj,@TPP reported
Nielsen,255,54.288,55.052,55.0
Newspoll,263,55.491,55.835,56.0
Essential,264,58.586,56.511,59.0
F2F Morgan,267,58.18,55.864,58.0
Newspoll,277,56.436,56.779,56.0
Essential,278,58.562,56.486,58.0
F2F Morgan,281,55.491,53.175,55.5
Nielsen,290,51.914,52.678,51.0
Newspoll,291,54.531,54.875,55.0
Essential,292,58.425,56.35,58.0
F2F Morgan,295,57.692,55.376,57.5
Morgan Phone,296,57.883,57.76,57.0
F2F Morgan,309,57.463,55.147,57.5
Newspoll,312,55.029,55.373,55.0
Essential,313,59.23,57.154,59.0
Morgan Phone,317,57.152,57.029,57.5
Nielsen,318,55.838,56.603,56.0
F2F Morgan,323,56.72,54.404,56.5
Newspoll,326,54.842,55.186,54.0
Essential,327,61.045,58.969,61.0
F2F Morgan,337,58.774,56.458,58.5
Newspoll,340,55.288,55.632,55.0
Essential,341,54.741,52.666,55.0
Nielsen,346,55.746,56.511,55.0
Galaxy,347,54.543,54.442,55.0
F2F Morgan,351,59.477,57.161,59.5
Newspoll,354,54.882,55.226,55.0
Essential,355,58.491,56.416,58.0
F2F Morgan,365,59.868,57.551,59.5
Newspoll,368,59.192,59.536,59.0
Essential,369,58.045,55.969,58.0
F2F Morgan,379,60.059,57.742,60.0
F2F Morgan,400,60.429,58.113,60.0
Essential,404,59.451,57.376,59.0
Newspoll,410,54.639,54.983,54.0
F2F Morgan,414,59.254,56.938,59.5
Essential,418,59.893,57.818,61.0
F2F Morgan,425,56.322,54.005,56.0
Newspoll,431,58.045,58.389,58.0
F2F Morgan,432,60.206,57.89,60.0
Essential,432,60.759,58.684,61.0
F2F Morgan,439,58.2,55.884,59.5
Newspoll,445,57.842,58.186,58.0
Essential,446,62.396,60.32,62.0
F2F Morgan,449,61.497,59.181,61.5
Newspoll,459,56.531,56.875,56.0
F2F Morgan,460,60.099,57.782,60.5
Essential,460,58.343,56.268,58.0
F2F Morgan,467,56.282,53.965,57.0
Newspoll,473,55.937,56.281,56.0
Essential,474,63.396,61.32,63.0
F2F Morgan,477,61.929,59.613,61.0
Nielsen,479,57.746,58.511,58.0
Newspoll,487,57.842,58.186,58.0
Essential,489,60.441,58.366,61.0
F2F Morgan,491,61.099,58.782,61.0
Newspoll,501,57.396,57.739,58.0
Essential,502,58.045,55.969,58.0
F2F Morgan,505,59.105,56.788,59.0
Newspoll,515,54.882,55.226,55.0
Essential,516,60.491,58.416,61.0
F2F Morgan,519,60.396,58.079,60.0
Nielsen,528,52.706,53.471,53.0
Newspoll,529,56.842,57.186,56.0
F2F Morgan,530,58.206,55.89,58.0
Essential,530,59.045,56.969,59.0
Morgan Phone,534,54.2,54.077,54.5
F2F Morgan,540,58.599,56.282,58.0
Newspoll,543,55.085,55.429,55.0
Galaxy,543,54.543,54.442,55.0
Essential,545,55.802,53.726,56.0
Morgan Phone,548,54.342,54.218,54.5
F2F Morgan,554,57.079,54.762,57.0
Morgan Phone,555,57.497,57.374,57.5
Newspoll,557,53.436,53.779,53.0
Essential,558,57.045,54.969,57.0
F2F Morgan,565,54.882,52.565,55.0
Nielsen,570,56.935,57.7,58.0
Newspoll,571,56.085,56.429,56.0
Galaxy,571,58.987,58.886,56.0
Essential,572,59.25,57.175,59.0
F2F Morgan,575,58.888,56.571,58.0
Morgan Phone,575,56.21,56.087,56.0
Newspoll,585,54.989,55.333,55.0
Essential,586,55.354,53.279,56.0
F2F Morgan,589,57.376,55.059,57.5
Newspoll,597,56.396,56.739,57.0
Essential,600,59.104,57.029,59.0
F2F Morgan,603,60.497,58.181,60.5
Morgan Phone,611,57.043,56.92,57.0
Newspoll,613,56.639,56.983,57.0
F2F Morgan,617,58.963,56.647,58.0
Nielsen,619,56.448,57.212,56.0
Essential,621,57.913,55.837,58.0
Newspoll,628,55.288,55.632,55.0
F2F Morgan,631,61.071,58.754,61.0
Essential,636,60.441,58.366,61.0
Newspoll,641,55.192,55.536,55.0
F2F Morgan,645,62.071,59.754,62.0
Nielsen,647,54.45,55.215,55.0
Essential,649,57.599,55.523,58.0
Newspoll,655,55.436,55.779,55.0
F2F Morgan,659,59.754,57.438,59.5
F2F Morgan,663,56.916,54.599,57.0
Newspoll,669,58.085,58.429,58.0
Essential,670,57.045,54.969,58.0
F2F Morgan,673,60.119,57.802,60.0
Nielsen,675,56.87,57.635,57.0
Newspoll,676,58.192,58.536,58.0
Morgan Phone,680,57.645,57.521,58.0
Newspoll,683,59.639,59.983,59.0
Essential,684,59.01,56.934,59.0
F2F Morgan,687,60.754,58.438,60.5
Newspoll,697,52.639,52.983,52.0
F2F Morgan,698,61.794,59.478,61.0
Essential,698,58.842,56.766,59.0
Nielsen,703,55.816,56.581,56.0
F2F Morgan,705,56.099,53.782,56.0
Morgan Phone,709,52.545,52.421,52.0
Newspoll,711,55.882,56.226,56.0
F2F Morgan,712,56.511,54.195,56.5
F2F Morgan,719,58.619,56.302,58.5
Essential,712,54.694,52.619,55.0
Newspoll,725,57.125,57.469,57.0
Nielsen,725,56.029,56.794,56.0
Essential,727,58.18,56.105,58.0
Morgan Phone,730,51.922,51.798,53.0
Newspoll,732,55.436,55.779,56.0
Morgan Phone,734,52.794,52.67,53.0
F2F Morgan,736,58.822,56.505,59.0
Essential,740,57.045,54.969,57.0
F2F Morgan,755,56.916,54.587,57.0
F2F Morgan,771,58.692,56.331,58.5
Morgan Phone,772,54.463,54.373,54.5
Newspoll,774,54.125,54.386,54.0
Essential,780,55.842,54.094,56.0
F2F Morgan,785,56.22,53.83,56.5
Newspoll,788,52.786,52.998,52.0
Essential,796,55.639,54.066,55.0
F2F Morgan,799,57.396,54.976,57.5
Morgan Phone,800,53.368,53.319,53.5
Newspoll,802,52.679,52.842,53.0
F2F Morgan,810,56.065,53.625,56.5
Newspoll,816,51.734,51.849,52.0
F2F Morgan,820,55.443,52.983,55.5
Essential,824,55.842,54.574,56.0
Newspoll,830,51.734,51.801,52.0
F2F Morgan,834,56.712,54.223,56.5
Newspoll,844,55.786,55.804,56.0
Essential,846,54.54,53.513,54.0
F2F Morgan,848,57.997,55.479,58.0
F2F Morgan,862,56.009,53.462,56.0
Nielsen,864,51.786,51.878,51.0
Newspoll,865,53.741,53.683,54.0
Essential,866,53.734,52.926,42.0
F2F Morgan,873,53.822,51.258,54.5
Newspoll,879,48.423,48.351,49.0
F2F Morgan,880,54.119,51.555,54.0
Essential,880,50.328,49.563,50.0
Morgan Phone,883,49.896,49.951,50.0
Nielsen,885,51.029,51.086,50.0
F2F Morgan,887,51.619,49.055,51.5
Morgan Phone,891,48.165,48.22,48.0
Newspoll,893,50.232,50.16,50.0
Galaxy,893,50.232,50.379,50.0
F2F Morgan,894,50.509,47.946,50.5
Essential,894,52.085,51.32,52.0
F2F Morgan,901,53.82,51.257,54.5
Morgan Phone,905,50.509,50.565,50.0
Newspoll,907,51.42,51.348,51.0
F2F Morgan,908,52.666,50.103,52.5
Nielsen,913,49.069,49.126,48.0
F2F Morgan,915,52.212,49.649,52.0
Essential,915,50.719,49.954,51.0
F2F Morgan,922,52.029,49.466,51.5
Newspoll,928,51.515,51.443,52.0
F2F Morgan,929,53.515,50.952,53.0
Nielsen,933,54.814,54.87,55.0
Galaxy,933,52.543,52.689,52.0
McCrindle,933,55.298,54.709,54.0
F2F Morgan,929,53.515,50.952,53.0
Newspoll,935,53.639,53.567,53.0
Morgan Phone,936,48.896,48.951,48.5
Essential,937,54.436,53.671,54.0
F2F Morgan,939,56.645,54.081,56.5
Galaxy,950,52.488,52.634,52.0
Nielsen,950,52.137,52.193,50.0
F2F Morgan,950,53.063,50.5,53.5
Essential,950,54.583,53.818,55.0
Galaxy,955,52.411,52.557,52.0
Newspoll,956,55.232,55.16,55.0
Galaxy,957,50.34,50.486,50.0
F2F Morgan,957,55.422,52.858,55.0
Nielsen,959,53.894,53.95,54.0
Morgan Phone,960,55.942,55.997,55.5
Newspoll,963,52.34,52.268,52.0
Galaxy,963,52.731,52.877,52.0
F2F Morgan,964,56.334,53.771,54.0
Essential,964,54.029,53.264,54.0
Nielsen,966,48.786,48.843,48.0
Galaxy,966,50.583,50.729,50.0
Morgan Phone,967,53.097,53.152,53.0
Newspoll,970,49.786,49.714,50.0
Morgan Phone,973,49.543,49.598,50.0
Nielsen,974,49.583,49.64,49.0
Newspoll,977,51.583,51.511,52.0
Galaxy,978,51.583,51.729,51.0
F2F Morgan,978,57.46,54.897,57.5
Essential,978,50.192,49.428,51.0
Nielsen,981,52.786,52.843,53.0
Morgan Phone,984,51.9,51.955,51.0
Newspoll,984,52.38,52.308,52.0
F2F Morgan,985,52.42,49.857,52.0
Essential,986,50.786,50.021,51.0
Galaxy,987,52.38,52.526,52.0
Newspoll,988,49.538,49.466,50.2
Nielsen,987,52.36,52.416,52.0
Morgan Phone,989,51.583,51.638,51.0
